"run_id","invalid_reason","count"
"76,978",Region is toplevel region.,3
"76,976","Base address not invariant in current region:  %SNGL_SCAN8x8.sink1317 = phi [64 x [2 x i8]]* [ @FIELD_SCAN8x8, %if.then429 ], [ @SNGL_SCAN8x8, %land.lhs.true ], [ @SNGL_SCAN8x8, %lor.lhs.false ]",1
"76,976","Call instruction:   %call1431 = call i32 @dct_chroma4x4(i32 0, i32 %add1430, i32 %b4.22048) #5",3
"76,976","Call instruction:   %call447 = call i32 @RDCost_for_4x4Blocks_Chroma(i32 %add446, i32 %b4.02084, i32 0) #5",3
"76,976","Call instruction:   call void @LowPassForIntra8x8Pred(i32* %arrayidx356, i32 %block_available_up_left.0, i32 %block_available_up.0, i32 %block_available_left.1)",1
"76,976",Non affine access function: (4 * %.sink)<nsw>,1
"76,976",Non affine branch in BB 'if.else154' with LHS: %141 and RHS: 0,2
"76,976",Non affine branch in BB 'if.then112' with LHS: %129 and RHS: 0,1
"76,976",Non affine branch in BB 'if.then1185' with LHS: %425 and RHS: 0,2
"76,976",Polly returned no reason,1
"76,976","Possible aliasing: ""rec_resG"", ""rec_resB"", ""rec_resR"", "" <unknown> "", "" <unknown> "", ""enc_picture"", ""img"", "" <unknown> "", "" <unknown> """,2
"76,976","Possible aliasing: "" <unknown> "", "" <unknown> """,3
"76,976",Region is toplevel region.,9
"76,974","Base address not invariant in current region:  %2 = phi %struct.datapartition* [ %1, %for.body.lr.ph ], [ %12, %for.inc ]",1
"76,974","Call instruction:   %call = tail call i32 (i32, ...) bitcast (i32 (...)* @SliceHeader to i32 (i32, ...)*)(i32 0) #5",1
"76,974","Call instruction:   call void @start_macroblock(i32 %CurrentMbAddr.0112, i32 0) #5",1
"76,974",Non affine access function: (4 * (zext i32 %i.5 to i64))<nuw><nsw>,1
"76,974",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body128,1
"76,974",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body195,2
"76,974",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body74,1
"76,974",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body9,1
"76,974",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body.profile.exit.split,1
"76,974",Region is toplevel region.,10
"76,972","Call instruction:   %call10 = call i32 @writeSyntaxElement2Buf_UVLC(%struct.syntaxelement* nonnull %sym, %struct.Bitstream* %4) #4",1
"76,972","Call instruction:   %call = call i32 @writeSyntaxElement2Buf_UVLC(%struct.syntaxelement* nonnull %sym, %struct.Bitstream* %1) #4",3
"76,972","Non affine access function: {(sext i32 %0 to i64),+,1}<nsw><%while.body>",1
"76,972",Non affine access function: (sext i32 %10 to i64),1
"76,972",Non affine access function: (sext i32 %14 to i64),1
"76,972",Non affine access function: (sext i32 %15 to i64),1
"76,972",Non affine access function: (sext i32 %18 to i64),1
"76,972",Non affine access function: (sext i32 %22 to i64),1
"76,972",Non affine access function: (sext i32 %25 to i64),1
"76,972",Non affine access function: (sext i32 %offset.0.lcssa to i64),1
"76,972",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body15,1
"76,972",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body156,1
"76,972",Region is toplevel region.,17
"76,971",Region is toplevel region.,1
"76,970",Non affine access function: (2 * (sext i32 (%width * %cond13) to i64))<nsw>,4
"76,970",Region is toplevel region.,2
"76,969",Region is toplevel region.,1
"76,968",Region is toplevel region.,3
"76,964","Base address not invariant in current region:  %all_mv.2 = phi i16****** [ %all_mv.2.ph, %if.end.profile.exit.split ]",1
"76,964","Base address not invariant in current region:  %all_mv.2 = phi i16****** [ %cond, %if.then ], [ %all_mv.1450, %land.lhs.true31 ], [ %all_mv.1450, %for.body5 ]",1
"76,964","Base address not invariant in current region:  %.sink.in = phi double* [ %arrayidx319, %if.else315 ], [ %arrayidx311, %if.then310 ]",3
"76,964","Call instruction:   %call118 = call i32 @RDCost_for_4x4Blocks_Chroma(i32 %add117, i32 %b4.0706, i32 0)",3
"76,964","Call instruction:   %call2294 = call i32 @CheckReliabilityOfRef(i32 %1201, i32 0, i32 %conv2293, i32 %1145)",1
"76,964","Call instruction:   %call3076 = call i32 @CheckReliabilityOfRef(i32 %1468, i32 0, i32 %conv3075, i32 %1427)",1
"76,964","Call instruction:   %call592 = call i32 @CheckReliabilityOfRef(i32 %208, i32 0, i32 %conv591, i32 %209)",1
"76,964","Call instruction:   %call786 = call i32 @BPredPartitionCost(i32 %266, i32 %265, i16 signext 0, i16 signext 0, i32 %conv513, i32 0) #7",1
"76,964",Call instruction:   call void @reset_coding_state(%struct.CSobj* %166) #7,1
"76,964",Call instruction:   call void @store_coding_state(%struct.CSobj* %149) #7,1
"76,964",Non affine access function: (16 + (24 * (sext i32 (-1 + %184) to i64))<nsw>)<nsw>,1
"76,964",Non affine access function: (4 * (sext i32 %index.66698 to i64))<nsw>,1
"76,964",Non affine access function: (4 * (zext i32 %add2481 to i64))<nuw><nsw>,1
"76,964",Non affine access function: (4 * (zext i32 %add3263 to i64))<nuw><nsw>,1
"76,964",Non affine access function: (4 * (zext i32 %add713 to i64))<nuw><nsw>,1
"76,964",Non affine access function: (4 * (zext i32 %add767 to i64))<nuw><nsw>,1
"76,964","Non affine access function: ((512 * (sext i32 %42 to i64))<nsw> + {{4792,+,2}<nuw><nsw><%for.body179>,+,32}<nw><%for.body183>)",1
"76,964",Non affine access function: (532 + (632 * (sext i32 %2 to i64))<nsw>)<nsw>,2
"76,964",Non affine access function: (71952 + (2 * (sext i32 %mode.2 to i64))<nsw>)<nsw>,1
"76,964",Non affine access function: (8 + (8 * (sext i32 (2 * %2478) to i64)))<nsw>,1
"76,964","Non affine access function: (8 * (sext i32 ({0,+,1}<nuw><nsw><%for.body242> + %120) to i64))<nsw>",1
"76,964","Non affine access function: (8 * (sext i32 ({0,+,1}<nuw><nsw><%for.body242.profile.exit.split> + %120) to i64))<nsw>",1
"76,964",Non affine access function: (8 * (sext i32 (2 * %2460) to i64))<nsw>,2
"76,964",Non affine access function: (8 * (sext i32 (2 * %2469) to i64))<nsw>,1
"76,964",Non affine access function: (8 * (sext i32 (2 * %2497) to i64))<nsw>,1
"76,964",Non affine branch in BB 'for.end2766' with LHS: %1360 and RHS: 0,1
"76,964",Non affine branch in BB 'for.end3571' with LHS: %1629 and RHS: 0,1
"76,964",Non affine branch in BB 'for.end3694' with LHS: %1665 and RHS: 0,1
"76,964",Non affine branch in BB 'for.end5793' with LHS: %2301 and RHS: 10,1
"76,964",Non affine branch in BB 'if.else' with LHS: %141 and RHS: 0,4
"76,964",Non affine branch in BB 'if.end3498' with LHS: %1617 and RHS: 0,1
"76,964",Non affine branch in BB 'if.end4696' with LHS: %1944 and RHS: 0,1
"76,964",Non affine branch in BB 'if.end4725' with LHS: ((-1 * %conv4729) + %1950) and RHS: %min_cost.10,1
"76,964",Non affine branch in BB 'if.end5200' with LHS: %2108 and RHS: 0,3
"76,964",Non affine branch in BB 'if.end90' with LHS: %46 and RHS: 0,3
"76,964",Non affine branch in BB 'if.then106' with LHS: %33 and RHS: 0,1
"76,964",Non affine branch in BB 'if.then1085' with LHS: %396 and RHS: 0,4
"76,964",Non affine branch in BB 'if.then108' with LHS: %128 and RHS: 0,1
"76,964",Non affine branch in BB 'if.then4804' with LHS: %1972 and RHS: 0,1
"76,964",Non affine branch in BB 'if.then4966' with LHS: %2029 and RHS: 0,1
"76,964",Non affine branch in BB 'if.then54' with LHS: %29 and RHS: 0,1
"76,964",Non affine branch in BB 'lor.end' with LHS: %116 and RHS: 0,1
"76,964",Non affine loop bound '(-1 + (1 smax (sext i32 %cond557 to i64)))<nsw>' in loop: for.body560,1
"76,964","Non affine loop bound '((-1 * (sext i32 ((2 * ({0,+,1}<nuw><%for.body2988> /u 2)) + %1679) to i64))<nsw> + ((sext i32 ((2 * ({0,+,1}<nuw><%for.body2988> /u 2)) + %1679) to i64) smax (1 + (sext i32 ((2 * ({0,+,1}<nuw><%for.body2988> /u 2)) + %1679) to i64))<nsw>))' in loop: for.body3785",4
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,1
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body161,1
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body220,1
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body3068.profile.exit.split,1
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body312,2
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body393,3
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body3998.profile.exit.split,1
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body4375,2
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body4375.profile.exit.split,2
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body453,3
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body5623,4
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body584.profile.exit.split,1
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body83,2
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.cond,4
"76,964",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.cond4471,1
"76,964",Polly returned no reason,6
"76,964","Possible aliasing: ""enc_picture"", "" <unknown> "", "" <unknown> """,1
"76,964","Possible aliasing: ""img"", ""enc_picture"", "" <unknown> "", "" <unknown> """,3
"76,964","Possible aliasing: ""img"", "" <unknown> "", ""all_mv8x8"", "" <unknown> "", "" <unknown> """,1
"76,964","Possible aliasing: ""pixel_map"", "" <unknown> "", "" <unknown> """,1
"76,964","Possible aliasing: ""rec_resG"", ""rec_resB"", ""rec_resR"", "" <unknown> "", "" <unknown> "", ""enc_picture"", ""img"", "" <unknown> "", "" <unknown> """,4
"76,964","Possible aliasing: "" <unknown> "", "" <unknown> """,2
"76,964",Region is toplevel region.,20
"76,963","Base address not invariant in current region:  %BUCFMAD.sink = phi double** [ @BUCFMAD, %lor.lhs.false ], [ %FCBUCFMAD.BUCFMAD, %land.lhs.true42 ]",1
"76,963","Base address not invariant in current region:  %BUPFMAD.sink = phi double** [ @BUPFMAD, %lor.lhs.false ], [ %FCBUPFMAD.BUPFMAD, %land.lhs.true ]",1
"76,963","Base address not invariant in current region:  %FieldQPBuffer.sink1090 = select i1 %cmp760, i32* @FrameQPBuffer, i32* @FieldQPBuffer",1
"76,963","Base address not invariant in current region:  %FieldQPBuffer.sink1096 = select i1 %cmp1010, i32* @FrameQPBuffer, i32* @FieldQPBuffer",1
"76,963","Base address not invariant in current region:  %m_Qc.RC_MIN_QUANT = select i1 %cmp277, i32* @m_Qc, i32* %RC_MIN_QUANT.sink",1
"76,963","Base address not invariant in current region:  %storemerge1070.in = phi i32* [ @FrameQPBuffer, %if.then619 ], [ @FrameQPBuffer, %if.then615 ], [ @FieldQPBuffer, %if.then627 ], [ @FieldQPBuffer, %if.else623 ]",1
"76,963","Base address not invariant in current region:  %TotalQpforPPicture191.sink1078 = select i1 %cmp186, i32* %TotalQpforPPicture188, i32* %TotalQpforPPicture191",4
"76,963","Base address not invariant in current region:  %TotalQpforPPicture30.sink87 = select i1 %cmp25, i32* %TotalQpforPPicture, i32* %TotalQpforPPicture30",1
"76,963",Call instruction:   tail call void @MADModelEstimator(i32 %.cond62),1
"76,963",Call instruction:   tail call void @RCModelEstimator(i32 %76),1
"76,963",Condition in BB 'while.body' neither constant nor an icmp instruction,1
"76,963",Non affine branch in BB 'for.end36' with LHS: %estimateX2.0.lcssa and RHS: 0,2
"76,963",Non affine loop bound '(-1 + (1 smax (-1 + (sext i32 (-1 * (-21 smax (-1 + (-1 * %cond62))))<nsw> to i64))<nsw>))<nsw>' in loop: for.body84,3
"76,963",Non affine loop bound '(-1 + (zext i32 %76 to i64))<nsw>' in loop: for.body151,4
"76,963",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,11
"76,963",Polly returned no reason,2
"76,963",Region is toplevel region.,11
"76,961",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,1
"76,961",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.cond2,3
"76,961",Region is toplevel region.,1
"76,960","Base address not invariant in current region:  %.sink.in = phi i32* [ %arrayidx162, %if.else139 ], [ %arrayidx129, %if.then107 ]",1
"76,960","Base address not invariant in current region:  %.sink.in = phi i32* [ %arrayidx271, %if.else248 ], [ %arrayidx238, %if.then216 ]",2
"76,960",Non affine branch in BB 'entry.split' with LHS: %2 and RHS: 0,2
"76,960",Non affine branch in BB 'if.else' with LHS: %6 and RHS: 0,1
"76,960",Non affine branch in BB 'if.else' with LHS: %7 and RHS: 0,1
"76,960",Non affine branch in BB 'if.end' with LHS: %11 and RHS: 0,2
"76,960",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,1
"76,960",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.cond2,3
"76,960",Region is toplevel region.,1
"76,959",Region is toplevel region.,1
"76,958","Base address not invariant in current region:  %cond.in.in = select i1 %cmp1, i8* %arrayidx, i8* %arrayidx3",1
"76,958","Call instruction:   %call161 = tail call i32 @u_1(i8* getelementptr inbounds ([35 x i8], [35 x i8]* @.str.69, i64 0, i64 0), i32 %47, %struct.datapartition* %0) #5",1
"76,958","Call instruction:   %call51 = tail call i32 @u_1(i8* getelementptr inbounds ([35 x i8], [35 x i8]* @.str.20, i64 0, i64 0), i32 %26, %struct.datapartition* %0) #5",1
"76,958","Call instruction:   %call53 = tail call %struct.colocated_params* @alloc_colocated(i32 %mul50, i32 %mul51, i32 %55) #5",1
"76,958",Call instruction:   %call = tail call %struct.seq_parameter_set_rbsp_t* (...) @AllocSPS() #5,2
"76,958",Condition in BB 'lor.end' neither constant nor an icmp instruction,2
"76,958",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body85,1
"76,958",Region is toplevel region.,2
"76,828","Call instruction:   %call = tail call i8* @sre_malloc(i8* getelementptr inbounds ([147 x i8], [147 x i8]* @.str, i64 0, i64 0), i32 172, i64 %mul) #5",1
"76,828","Call instruction:   %call = tail call i8* @sre_malloc(i8* getelementptr inbounds ([147 x i8], [147 x i8]* @.str, i64 0, i64 0), i32 190, i64 %mul) #5",1
"76,828",Condition in BB 'entry.split' neither constant nor an icmp instruction,1
"76,828",Condition in BB 'if.end25' neither constant nor an icmp instruction,1
"76,828","Possible aliasing: "" <unknown> "", "" <unknown> """,1
"76,828",Region is toplevel region.,3
"76,824","Call instruction:   %call147 = tail call i32 @strcmp(i8* %call, i8* getelementptr inbounds ([5 x i8], [5 x i8]* @.str.81, i64 0, i64 0)) #9",1
"76,824","Call instruction:   %call290 = call i32 @fputc(i32 32, %struct._IO_FILE* %outf) #9",1
"76,824","Call instruction:   %call344 = call i32 @fputc(i32 32, %struct._IO_FILE* %outf) #9",2
"76,824","Call instruction:   %call43 = tail call i8* @strchr(i8* %3, i32 %conv42) #9",1
"76,824","Call instruction:   %call4 = tail call i32 @GCGchecksum(i8* %seq, i32 %conv1)",2
"76,824","Call instruction:   %call54 = tail call i8* @sre_strdup(i8* %filename.sink, i32 -1) #7",1
"76,824","Call instruction:   %call96 = tail call i32 (%struct._IO_FILE*, i8*, ...) @fprintf(%struct._IO_FILE* %outf, i8* getelementptr inbounds ([9 x i8], [9 x i8]* @.str.60, i64 0, i64 0), i8* %arraydecay95) #9",1
"76,824","Call instruction:   %memchr39 = tail call i8* @memchr(i8* getelementptr inbounds ([33 x i8], [33 x i8]* @.str.5, i64 0, i64 0), i32 %conv2, i64 33)",1
"76,824",Non affine access function: (sext i32 %pos.0.in.lcssa to i64),4
"76,824",Non affine branch in BB 'for.body' with LHS: %l1.0379 and RHS: 0,1
"76,824",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: do.body,2
"76,824",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,3
"76,824",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body.profile.exit.split,1
"76,824",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.body,2
"76,824",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.body10,1
"76,824",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.body.lr.ph,1
"76,824",Polly returned no reason,3
"76,824",Region is toplevel region.,16
"76,822",Condition in BB 'for.end173' neither constant nor an icmp instruction,1
"76,822",Non affine access function: (4 * (sext i32 %ny.0389 to i64))<nsw>,1
"76,822",Non affine loop bound '(-1 + (zext i32 %div to i64))<nsw>' in loop: for.body,1
"76,822",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,2
"76,822",Region is toplevel region.,3
"76,820","Call instruction:   %call206 = tail call i8* @strncpy(i8* %call, i8* %add.ptr204, i64 %conv205) #7",1
"76,820","Call instruction:   %call268 = call i8* @sre_malloc(i8* getelementptr inbounds ([144 x i8], [144 x i8]* @.str.4, i64 0, i64 0), i32 257, i64 %conv266) #7",1
"76,820","Call instruction:   %call80 = call i32 @strcmp(i8* %arraydecay79, i8* nonnull %nptr.11753) #7",1
"76,820",Non affine access function: (sext i32 %depos.074 to i64),1
"76,820",Non affine access function: (sext i32 %rpos.01715 to i64),1
"76,820",Non affine access function: (sext i32 %rpos.21719 to i64),1
"76,820",Non affine loop bound '(-1 + (zext i32 %blocknum.0.lcssa to i64))<nsw>' in loop: for.inc241,1
"76,820",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body127.profile.exit.split,1
"76,820",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body1641,1
"76,820",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body168,1
"76,820",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body200.profile.exit.split,1
"76,820",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body3,1
"76,820",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: if.end8,3
"76,820",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.body,1
"76,820",Polly returned no reason,1
"76,820",Region is toplevel region.,1
"76,819",Non affine branch in BB 'if.end' with LHS: %call3 and RHS: 0,1
"76,817","Call instruction:   %call155 = tail call i32 @strcmp(i8* %call45, i8* getelementptr inbounds ([8 x i8], [8 x i8]* @.str.8, i64 0, i64 0)) #5",1
"76,817","Call instruction:   %call45 = tail call i8* @Getword(%struct._IO_FILE* %call, i32 4) #5",1
"76,817","Call instruction:   call void @FNorm(float* %vec, i32 %22) #5",1
"76,817",Condition in BB 'for.body' neither constant nor an icmp instruction,1
"76,817",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,1
"76,817",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body.profile.exit.split,1
"76,817",Polly returned no reason,1
"76,817",Region is toplevel region.,5
"76,816","Call instruction:   %call421 = call i32 @ILogsum(i32 %174, i32 %177) #3",1
"76,816","Call instruction:   %call476 = call i32 @ILogsum(i32 %200, i32 %203) #3",1
"76,816",Non affine access function: (8 * (sext i32 %2 to i64))<nsw>,1
"76,816",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,4
"76,816",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.body.profile.exit.split,1
"76,816","Possible aliasing: "" <unknown> "", "" <unknown> """,3
"76,816","Possible aliasing: "" <unknown> "", "" <unknown> "", "" <unknown> "", "" <unknown> "", "" <unknown> "", "" <unknown> "", "" <unknown> "", "" <unknown> "", "" <unknown> "", "" <unknown> "", "" <unknown> "", "" <unknown> "", "" <unknown> "", "" <unknown> "", "" <unknown> """,2
"76,816",Region is toplevel region.,2
"76,815",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,2
"76,815",Region is toplevel region.,1
"76,814",Call instruction:   %call279 = tail call double @log(double %conv278) #7,1
"76,814","Call instruction:   %call = tail call i8* @sre_malloc(i8* getelementptr inbounds ([144 x i8], [144 x i8]* @.str, i64 0, i64 0), i32 111, i64 %conv) #6",1
"76,814",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body144,1
"76,814",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body65,1
"76,814",Polly returned no reason,1
"76,814",Region is toplevel region.,9
"76,813",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.body23.lr.ph,1
"76,812",Base address not invariant in current region:  %call27 = tail call i16** @__ctype_b_loc() #8,1
"76,812",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: do.body,1
"76,812",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body274,1
"76,812",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body80,1
"76,812",Region is toplevel region.,2
"76,811","Call instruction:   %call15 = tail call i8* @sre_strdup(i8* %7, i32 %8) #5",1
"76,811",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,3
"76,811",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body129,1
"76,811",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body166,1
"76,811",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body53,1
"76,811",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body6,2
"76,811",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body8.profile.exit.split,1
"76,811",Polly returned no reason,2
"76,811",Region is toplevel region.,22
"76,810","Base address not invariant in current region:  %cij.sink260 = phi float* [ %cij, %if.else189 ], [ %arrayidx187, %if.then184 ]",1
"76,810","Base address not invariant in current region:  %.sink291.sink.sink.sink = phi i32* [ %26, %if.then73 ], [ %35, %if.then106 ], [ %51, %if.then155 ], [ %74, %if.else254 ], [ %69, %if.then214 ]",1
"76,810",Non affine access function: (4 * %.sink)<nsw>,1
"76,810",Non affine access function: (sext i32 %k.0444 to i64),1
"76,810",Non affine access function: (sext i32 %k.2440 to i64),1
"76,810",Non affine access function: (sext i32 %k.4437 to i64),1
"76,810",Non affine access function: (sext i32 %tpos.1 to i64),1
"76,810",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,1
"76,810",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body182,1
"76,810",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body37,1
"76,810",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body525,1
"76,810",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body608,1
"76,810",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body8,1
"76,810",Region is toplevel region.,5
"76,809",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.body,1
"76,809",Region is toplevel region.,2
"76,808",Polly returned no reason,2
"76,808",Region is toplevel region.,5
"76,807","Call instruction:   %call = tail call i8* @sre_malloc(i8* getelementptr inbounds ([144 x i8], [144 x i8]* @.str, i64 0, i64 0), i32 100, i64 %mul) #5",1
"76,807","Call instruction:   call void @FAdd(float* %arraydecay5, float* %9, i32 %10) #5",1
"76,807",Non affine loop bound '((-1 * (sext i32 %beg.0145 to i64))<nsw> + ((sext i32 %beg.0145 to i64) smax (sext i32 %i.1.end.0 to i64)))' in loop: for.body58,1
"76,807",Non affine loop bound '((-1 * (sext i32 %beg.0.lcssa to i64))<nsw> + ((sext i32 %end.0.lcssa to i64) smax (sext i32 %beg.0.lcssa to i64)))' in loop: for.body90,2
"76,805","Base address not invariant in current region:  %scan.0194.lcssa201 = phi i8* [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ]",1
"76,805","Base address not invariant in current region:  %scan.0194.lcssa202 = phi i8* [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ], [ %scan.0194, %for.body ]",1
"76,805",Non affine branch in BB 'if.end11' with LHS: %call12 and RHS: 1,1
"76,805",Non affine branch in BB 'while.cond' with LHS: %1 and RHS: %1,1
"76,805",Non affine branch in BB 'while.cond' with LHS: %2 and RHS: %2,2
"76,805",Non affine loop bound '(-1 + %len.0)' in loop: for.body165,2
"76,805",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: for.body,1
"76,805",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: while.body,1
"76,805","Possible aliasing: ""cp"", "" <unknown> "", "" <unknown> "", "" <unknown> """,1
"76,805","Possible aliasing: ""flags"", ""cp"", "" <unknown> """,1
"76,805",Region is toplevel region.,6
"76,804","Call instruction:   %call1106 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([8 x i8], [8 x i8]* @.str.36, i64 0, i64 0), double %conv1105) #6",1
"76,804","Call instruction:   %call1139 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([8 x i8], [8 x i8]* @.str.36, i64 0, i64 0), double %conv1138) #6",1
"76,804","Call instruction:   call void @GetRankedHit(%struct.tophit_s* %call1186, i32 %i.01404, double* nonnull %pvalue, float* nonnull %sc, double* nonnull %motherp, float* nonnull %mothersc, i8** nonnull %name, i8** null, i8** null, i32* nonnull %sqfrom, i32* nonnull %sqto, i32* nonnull %sqlen, i32* nonnull %hmmfrom, i32* nonnull %hmmto, i32* null, i32* nonnull %domidx, i32* nonnull %ndom, %struct.fancyali_s** nonnull %ali) #6",1
"76,804",Non affine loop bound '***COULDNOTCOMPUTE***' in loop: if.end1291.profile.exit.split,1
